edh_person_id,name,praenomen,nomen,cognomen,supernomen,gender,age,tribus,status,religion,occupation,edh_inscription_id,inscription_text,inscription_type,not_before,not_after,origo,origo_clean,auto_origo_geo,origo_pleiades_id,origo_pleiades_name,origo_certainty,manual_check_certainty,manual_check_notes,origo_geo_source_url,origo_geometry,findspot_name,findspot_ancient,findspot_modern,findspot_geometry,X1BCE,X1CE,X2CE,X3CE,X4CE,X5CE,X__index_level_0__,origo_line
HD075564/1,C. Iunius C.f. Cla. Conc[ordia],C.,Iunius,NA,NA,male,NA,Claudia,NA,NA,NA,HD075564,Caius Iunius Cai filius Claudia Concordia,epitaph,31,70,Concordia+,Concordia,TRUE,108897,Concordia?,certain,,,nan,POINT (7.968095 49.030361),"Bretzenheim, Rathaus, bei",Mogontiacum,Mainz,POINT (8.244 49.9824),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2489,"c(7.968095, 8.244, 49.030361, 49.9824)"
HD075574/1,L. Cal<l=I>idius L. lib. Primigenius domo Pisauro,L.,Callidius,Primigenius,NA,male,50,NA,NA,NA,NA,HD075574,Lucius Callidius Luci libertus Primigenius domo Pisauro annorum L hic situs est Zetus Suavis liberti ponendum curaverunt,epitaph,1,50,domo Pisauro,Pisauri,FALSE,413256,Pisaurum,certain,,,nan,POINT (12.91577 43.912081),"Fort Hauptstein, bei, Wallstraße",Mogontiacum,Mainz,POINT (8.2544 50.002),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2490,"c(12.91577, 8.2544, 43.912081, 50.002)"
HD075583/1,T.(?) Ulpi(?) Iuliani ex provincia Ponto Bithynia domu Tio(?),T.?,Ulpius?,Iulianus,NA,male,NA,NA,NA,NA,data available,HD075583,Dis Manibus Titi Ulpi Iuliani negotiatoris in ferro ex provincia Ponto Bithynia domu Tio fecerunt fratres vixit annos XXXV Chrysogonus libertus faciendum curavit,epitaph,151,250,ex provincia Ponto Bithynia domu Tio?,Ponto Bithynia Tio,FALSE,845084,Tios/Tieion,certain,,,nan,POINT (32.055366 41.558273),Jakobsberg,Mogontiacum,Mainz,POINT (8.2744 49.9933),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2491,"c(32.055366, 8.2744, 41.558273, 49.9933)"
HD075585/1,L. Fabius L.f. Gal. Fabius Nerto.,L.,Fabius,Fabius,NA,male,40,Galeria,NA,NA,NA,HD075585,Lucius Fabius Luci filius Galeria Fabius Nertobriga miles legionis IIII Macedonicae annorum XL stipendiorum XXI Anicius Modestus heres c faciendum curavit,epitaph,39,70,Nertobriga*,Nertobriga,TRUE,246518,Nertobriga,certain,,,nan,POINT (-1.396549 41.500549),Mainzer Straße 20/21,Bingium,Bingen/Rhein,POINT (7.9006 49.9684),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2492,"c(-1.396549, 7.9006, 41.500549, 49.9684)"
HD075590/1,Biddu[---]astoris f. Tripo[li],NA,NA,Biddu[---],NA,male,27,NA,military personnel,NA,NA,HD075590,Biddu astoris filius Tripoli Surus cohortis I sagittariorum annorum XXVII stipendiorum XV hic situs est Asipa,epitaph,1,50,Tripoli+,Tripoli,FALSE,668394,Tripolis,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/857360,POINT (35.812 34.449),Basilikastraße 3,Bingium,Bingen/Rhein,POINT (7.893 49.9677),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2493,"c(35.812, 7.893, 34.449, 49.9677)"
HD075593/1,Beusas Sutti f. Delmat.(!),NA,NA,Beusas,NA,male,26,NA,military personnel,NA,NA,HD075593,Beusas Sutti filius Delmata miles cohortis IIII Delmatarum annorum XXVI stipendiorum VII heres posuit hic situs est,epitaph,31,50,Delmata* (= Dalmata*),Dalmatia,FALSE,981522,Dalmatia (province),certain,,,nan,POINT (16.483426 43.539561),Mainzer Straße 18,Bingium,Bingen/Rhein,POINT (7.9005 49.9684),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2494,"c(16.483426, 7.9005, 43.539561, 49.9684)"
HD075608/1,Tib. Iul. Abdes Pantera Sidonia,Ti.,Iulius*,Abdes Pantera,NA,male,62,NA,military personnel,NA,NA,HD075608,Tiberius Iulius Abdes Pantera Sidonia annorum LXII stipendiorum XXXX miles exs cohorte I sagittariorum hic situs est,epitaph,1,50,Sidonia,Sidon,FALSE,678393,Sidon/Col. Aurelia Pia,certain,,,nan,POINT (35.37324 33.560328),"Bingerbrück, Rupertsberg, Nordostabhang",Bingium,Bingen/Rhein,POINT (7.8881 49.9679),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2495,"c(35.37324, 7.8881, 33.560328, 49.9679)"
HD075609/1,Hyperanor Hyperanoris f. Cretic. Lappa,NA,NA,Hyperanor,NA,male,60,NA,military personnel,NA,NA,HD075609,Hyperanor Hyperanoris filius Creticus Lappa miles cohortis I sagittariorum annorum LX stipendiorum XVIII hic situs est,epitaph,1,50,Creticus* Lappa,Creticus Lappa,FALSE,589894,Lappa,certain,,,nan,POINT (24.336077 35.28658),"Bingerbrück, Rupertsberg, Nordostabhang",Bingium,Bingen/Rhein,POINT (7.8881 49.9679),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2496,"c(24.336077, 7.8881, 35.28658, 49.9679)"
HD075612/1,Bato Dasantis fil. natione Ditio,NA,NA,Bato,NA,male,35,NA,military personnel,NA,NA,HD075612,Bato Dasantis filius natione Ditio miles ex cohorte IIII Delmatarum annorum XXXV stipendiorum XV hic situs est heres posuit,epitaph,31,50,natione Ditio,Ditio,FALSE,197250,Ditiones,certain,,,nan,POINT (16.1748448057 44.2617411942),"Bingerbrück, Rupertsberg, Nordostabhang",Bingium,Bingen/Rhein,POINT (7.8881 49.9679),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2498,"c(16.1748448057, 7.8881, 44.2617411942, 49.9679)"
HD075613/1,[B]reucus Blaedar[i f.],NA,NA,Breucus+,NA,male,36,NA,military personnel,NA,NA,HD075613,Breucus Blaedari filius miles ex cohorte I Pannoniorum natione Breucus annorum XXXVI stipendiorum XVI hic situs est heres posuit,epitaph,31,70,natione Breucus,Breucus,FALSE,197179,Breuci,certain,,,nan,POINT (16.5 45.5),"Bingerbrück, Rupertsberg, Nordostabhang",Bingium,Bingen/Rhein,POINT (7.8881 49.9679),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2499,"c(16.5, 7.8881, 45.5, 49.9679)"
HD075628/1,[---] Roma,[-],[---],[---],NA,NA,data not available,NA,NA,NA,NA,HD075628,Roma qui vixit menses VIII dies XX niano EQV,epitaph,151,230,[---] Roma,Roma,FALSE,423025,Roma,wild guess,,,nan,POINT (12.486137 41.891775),"Salvatorstraße, Abtsgasse - Auf der Steig, zwischen, sekundär verwendet",Mogontiacum,Mainz,POINT (8.2815 49.9924),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2500,"c(12.486137, 8.2815, 41.891775, 49.9924)"
HD075698/1,C. Calventius Omu<l=I>i. f. Ouf. Med.,C.,Calventius,NA,NA,male,48,Oufentina,military personnel,NA,NA,HD075698,Have Calventi Calventius te resalutat Caius Calventius Homulli filius Oufentina Mediolano hic situs est annorum XLIIX miles legionis V stipendiorum XXIIX et coniugi et filio frater pro pietate flete coaequales mors haec mea fletibus apta est vivite felices quibus est par patria dulcis heres e sua pecunia erexit,epitaph,31,70,Mediolano*,Mediolanum,FALSE,138458,Mediolanum,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/138459,POINT (-0.633389 45.744175),NULL,Colonia Ulpia Traiana,Xanten,POINT (6.4487 51.6571),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2501,"c(-0.633389, 6.4487, 45.744175, 51.6571)"
HD075760/1,L. Caecilius L.f. Quirina Caecili[a]nus domo Th[aenis] Afric[ae],L.,Caecilius,Caecilianus+,NA,male,NA,Quirina,equestrian order,names of pagan deities,NA,HD075760,Iovi Optimo Maximo Dolicheno Lucius Caecilius Luci filius Quirina Caecilianus praefectus cohortis I Aquitanorum domo Thaenis Africae,votive inscription,131,250,domo Thaenis+ Africae+,Thaenis Africae,FALSE,324825,Thaenae,certain,,,nan,POINT (10.670659 34.6553465),Dolichenum,Civitas Auderiensium,Stockstadt/Main,POINT (9.0725 49.9749),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2502,"c(10.670659, 9.0725, 34.6553465, 49.9749)"
HD075766/1,L. Veturius Sp.f. Vot. Plac. Primus,L.,Veturius,Primus,NA,male,NA,Voturia,military personnel,NA,NA,HD075766,Lucius Veturius Spuri filius Voturia Placentia Primus veteranus ex legione XIIII gemina hic situs est,epitaph,-13,43,Placentia*,Placentia,TRUE,383741,Placentia,certain,,,nan,POINT (9.6976645 45.0525855),"Kranzplatz, römisches Gebäude, sekundär verwendet",Aquae Mattiacorum (Civitas Mattiacorum),Wiesbaden,POINT (8.2417 50.0857),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2503,"c(9.6976645, 8.2417, 45.0525855, 50.0857)"
HD075775/1,[--- C]arthaginens.,[-]?,[---],[---],NA,male,NA,NA,military personnel,NA,NA,HD075775,Carthaginensis praefectus legionis III Augustae militavit annos XLV Flavius Rufinus filius et heres faciendum curavit,votive inscription,201,300,Carthaginensis+*,Carthago,FALSE,991327,Carthaginiensis,certain,,,nan,POINT (-2.5 37.5),"S. Ursula, Kirche, Goldene Kammer",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.954 50.9457),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2504,"c(-2.5, 6.954, 37.5, 50.9457)"
HD075793/1,Val. Rom[anus] ci. Tex.,NA,Valerius*,Romanus+,NA,male,NA,NA,military personnel,NA,NA,HD075793,Dis Manibus Valerius Romanus civis Texander qui militavit IA T,epitaph,271,350,civis* Texander*?,Tander,FALSE,207486,Tanda,uncertain (name could be interpreted differently),,,nan,POINT (22.145492 44.189488),"ehemaliges Kloster Maria Münster, bei, südliches Gräberfeld",Borbetomagus (Civitas Vangionum),Worms,POINT (8.3587 49.6228),FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2505,"c(22.145492, 8.3587, 44.189488, 49.6228)"
HD075795/1,[- Au]relius A.f. [Le]m(onia) Bon.,[-],Aurelius+,NA,NA,male,45,Lemonia,military personnel,NA,NA,HD075795,Aurelius Auli filius Lemonia Bononia eques natus annos XLV missus ex legione I vexsillo Cai Lucretei onis militavit annos XXV hic situs est,epitaph,1,50,Bononia*,Bononia,TRUE,393421,Felsina/Bononia,certain,,,nan,POINT (11.3455467 44.4945737),Unter Fettenhennen,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9561 50.941),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2506,"c(11.3455467, 6.9561, 44.4945737, 50.941)"
HD075796/1,Amandus Velugni f. Devas,NA,NA,Amandus,NA,male,NA,NA,NA,names of pagan deities,NA,HD075796,In honorem domus divinae Marti Loucetio sacrum Amandus Velugni filius Devas,votive inscription,151,250,Devas,Devas,FALSE,79420,Deva,certain,,,nan,POINT (-2.8939425 53.1914685),"Klosterstraße, ehemaliges Wasserwerk",Borbetomagus (Civitas Vangionum),Worms,POINT (8.3614 49.6242),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2507,"c(-2.8939425, 8.3614, 53.1914685, 49.6242)"
HD075799/1,Licinus Clossi f. Helvetius,NA,NA,Licinus,NA,male,47,NA,military personnel,NA,NA,HD075799,Licinus Clossi filius Helvetius annorum XLVII eques ala I Hispanorum stipendiorum XXVI hic situs est Tiberius Iulius Capito heres posuit,epitaph,31,50,Helvetius,Helvetia,FALSE,177495,Aventicum,certain,,,nan,POINT (7.04071033333 46.88008),"Martinspforte, ehemaliges Mainzer Tor",Borbetomagus (Civitas Vangionum),Worms,POINT (8.3647 49.6343),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2508,"c(7.04071033333, 8.3647, 46.88008, 49.6343)"
HD075803/1,Partus Mutii f. natione Trever,NA,NA,Partus,NA,male,35,NA,NA,NA,NA,HD075803,Partus Mutii filius eques ala Agrippiana natione Trever annorum XXXV stipendiorum XIIII hic situs est fratres posuerunt,epitaph,20,41,natione Trever,Trevir,TRUE,109390,Treveri,certain,,,nan,POINT (6.3794391642 49.7535677891),"Martinspforte, ehemaliges Mainzer Tor",Borbetomagus (Civitas Vangionum),Worms,POINT (8.3647 49.6343),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2509,"c(6.3794391642, 8.3647, 49.7535677891, 49.6343)"
HD075808/1,M. Semp[roni]us L.f. d[omo] Terme[stinus],M.,Sempronius+,NA,NA,male,at least 20,NA,military personnel,NA,NA,HD075808,Marcus Sempronius Luci filius domo Termestinus annorum XX decurio eques alae Sebosianae hic situs est,epitaph,14,37,domo+ Termestinus+,Termestinus,FALSE,246688,Termes,certain,,,nan,POINT (-3.148381 41.3304855),"Martinspforte, ehemaliges Mainzer Tor, am Stadtgraben",Borbetomagus (Civitas Vangionum),Worms,POINT (8.3647 49.6343),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2510,"c(-3.148381, 8.3647, 41.3304855, 49.6343)"
HD075818/1,C. Baburius Festus Pom. Arretio,C.,Baburius,Festus,NA,male,NA,Pomptina,equestrian order,names of pagan deities,NA,HD075818,Caius Baburius Festus Pomptina Arretio tribunus legionis VII geminae felicis praefectus alae Scubulorum Iovi,votive inscription,69,96,Arretio,Arretio,FALSE,413032,Arretium,certain,,,nan,POINT (11.863048 43.471274),NULL,Borbetomagus (Civitas Vangionum),Worms,POINT (8.3597 49.6356),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2512,"c(11.863048, 8.3597, 43.471274, 49.6356)"
HD075822/1,M. Val. Celerinus Papiria Astigi cives(!) Agrippine.,M.,Valerius*,Celerinus,NA,male,NA,Papiria,military personnel,NA,NA,HD075822,Marcus Valerius Celerinus Papiria Astigi cives Agrippinensis veteranus legionis X geminae piae fidelis vivos fecit sibi et Marciae Proculae uxori,epitaph,1,100,Astigi cives (= civis) Agrippinensis*,Astigi Agrippinensis,FALSE,255996,Astigi/Col. Augusta Firma,wild guess,,,nan,POINT (-5.079949 37.540932),Richard-Wagner-Straße 52,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.932 50.9355),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2513,"c(-5.079949, 6.932, 37.540932, 50.9355)"
HD075829/1,T. Iulio Tuttio T.f. Claudia Viruno,T.,Iulius,Tuttius,NA,male,43,Claudia,military personnel,NA,NA,HD075829,Tito Iulio Tuttio Titi filio Claudia Viruno militi legionis XXII primigeniae annorum XXXXIII stipendiorum XIIX heres posuit,epitaph,80,90,Viruno,Virunum,TRUE,197583,Virunum,certain,,,nan,POINT (14.3647773 46.6996149),Eigelstein 123,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9567 50.9489),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2514,"c(14.3647773, 6.9567, 46.6996149, 50.9489)"
HD075839/1,[Q. An]chrio. Q.f. [Rom. A]t.,Q.+,Ancharius+*,NA,NA,male,NA,Romilia,military personnel,NA,NA,HD075839,Quinto Anchario Quinti filio Romilia Ateste veterano legionis Quinto Anchartae suo patrono pie et Anchariae Quinti libertae Mansuetae et Quinto Anchario Quinti liberto Secundo et Anchariae Veenustae,epitaph,31,70,Ateste+*,Ateste,TRUE,393382,Ateste,certain,,,nan,POINT (11.656616 45.227738),Aachener Straße 23a,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9354 50.9364),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2515,"c(11.656616, 6.9354, 45.227738, 50.9364)"
HD075852/1,L. Crispi f. civis(!) Marsacus,L.,NA,NA,NA,male,28,NA,military personnel,NA,NA,HD075852,Lucius Crispi filius civis Marsacus eques alae Affrorum turma Flavi annorum XXVIII stipendiorum VIIII heres faciendum curavit,epitaph,71,100,Marsacus,Marsacus,FALSE,109143,Marsaci?,certain,,,nan,POINT (4.19585097076 51.5653998016),Gereonstraße 17-23,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9498 50.9428),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2516,"c(4.19585097076, 6.9498, 51.5653998016, 50.9428)"
HD075854/1,M. Marius Valen[s] Galata,M.,Marius,Valnes+,NA,male,NA,NA,military personnel,NA,NA,HD075854,Marcus Marius Valens Galata veteranus ex decurione alae Classianae sibi et Petroniae Severae uxori obitae fecit,epitaph,151,250,Galata,Galata,TRUE,216814,Galata,certain,,,nan,POINT (27.938903 43.170087),"Trankgasse, Eisenbahnviadukt, Pfeiler VI, sekundär verwendet",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9584 50.9418),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2517,"c(27.938903, 6.9584, 43.170087, 50.9418)"
HD075855/1,Apolloniae Victorinae Bessula[e],NA,Apollonia,Victorina,NA,female,NA,NA,NA,NA,NA,HD075855,Apolloniae Victorinae Bessulae Valgas Maieri decurio alae fidae vindicis coniugi carissimae memoriam quem rogavit fecit,epitaph,171,250,Bessulae+,Bessulae,FALSE,216733,Bessi,wild guess,,,nan,POINT (24.4301602084 42.4294031535),"S. Ursula, Kirche",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.954 50.9457),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2518,"c(24.4301602084, 6.954, 42.4294031535, 50.9457)"
HD075858/1,Marcus Sacrius Securi f. Primigenius cives(!) Remus,M.,Sacrius,Primigenius,NA,male,26,NA,military personnel,NA,NA,HD075858,Marcus Sacrius Securi filius Primigenius eques alae Noricorum turma Patercli cives Remus annorum XXVI stipendiorum XI heres faciendum curavit,epitaph,71,100,cives (= civis) Remus,Remus,FALSE,109275,Remi,certain,,,nan,POINT (4.32473094348 49.3900460558),Gereonstraße 17-23,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9498 50.9428),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2520,"c(4.32473094348, 6.9498, 49.3900460558, 50.9428)"
HD075861/1,Longinus Biarta Bisae f. Bessus,NA,NA,Longinus Biarta,NA,male,46,NA,military personnel,NA,NA,HD075861,Longinus Biarta Bisae filius Bessus eques alae Sulpiciae annorum XXXXVI de suo faciendum curavit,epitaph,71,100,Bessus,Bessus in Thracia,FALSE,216733,Bessi,certain,,,nan,POINT (24.4301602084 42.4294031535),Gereonstraße 25,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9492 50.9427),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2522,"c(24.4301602084, 6.9492, 42.4294031535, 50.9427)"
HD075864/1,[---]i f. Dar[danus],[-],[---],NA,NA,male,30,NA,military personnel,NA,NA,HD075864,i filius Dardanus eques alae annorum XXX stipendiorum,epitaph,71,100,Dardanus+,Dardania,FALSE,481798,Dardania,certain,,,nan,POINT (20.5 42.5),"S. Severin, Kirche, Kreuzgang, Garten",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9599 50.9237),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2523,"c(20.5, 6.9599, 42.5, 50.9237)"
HD075871/1,D. Sen[i]o Vital[i] civi Brit[to.],D.,Senius+,Vitalis+,NA,male,55,NA,military personnel,NA,NA,HD075871,Decimo Senio Vitali militi cohortis VI ingenuorum civium Romanorum civi Brittoni annorum LV stipendiorum XVIIII heredes faciendum curaverunt,epitaph,71,100,civi Brittoni+*,Brittania,FALSE,981513,Britannia (Province),certain,,,nan,POINT (-0.088949 51.513335),Eigelstein 123,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9567 50.9489),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2524,"c(-0.088949, 6.9567, 51.513335, 50.9489)"
HD075873/1,<A=H>emilius Lascivs. ci. Cannan.,NA,Aemilius,Lascivus*,NA,male,45,NA,military personnel,NA,NA,HD075873,Aemilius Lascivus civis Cannanefas miles cohortis I Latabicorum annorum VL stipendiorum XXII heres faciendum curavit,epitaph,51,70,civis* Cannanefas*,Cannanefas,FALSE,98918,Aurelium Cananefatium/Forum Hadriani,certain,,,nan,POINT (4.3486726 52.0602193),Gereonstraße 17-23,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9498 50.9428),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2526,"c(4.3486726, 6.9498, 52.0602193, 50.9428)"
HD075874/1,Mansuetus Arraceni f. [civ]es(!) Marsa[cus],NA,NA,Mansuetus,NA,male,NA,NA,military personnel,NA,NA,HD075874,Mansuetus Arraceni filius miles cohortis III Lusitanorum cives Marsacus,epitaph,71,100,civis+ Marsacus+,Marsacus,FALSE,109143,Marsaci?,certain,,,nan,POINT (4.19585097076 51.5653998016),Eigelstein 123,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9567 50.9489),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2527,"c(4.19585097076, 6.9567, 51.5653998016, 50.9489)"
HD075876/1,C. Iulius C. Galeria Baccus. Luguduni,C.,Iulius,Bacchus*,NA,male,38,NA,military personnel,NA,NA,HD075876,Caius Iulius Cai Galeria Bacchus Luguduni miles cohortis I Thracum annorum XXXIIX stipendiorum XV Antistius Atticus et Bassius Communis heredes faciendum curaverunt,epitaph,71,100,Luguduni,Lugdunum,FALSE,981528,Lugdunensis (Province),uncertain (another good variant exists),,,nan,POINT (0.137361074557 47.9264227416),Eigelstein 123,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9567 50.9489),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2528,"c(0.137361074557, 6.9567, 47.9264227416, 50.9489)"
HD075880/1,L. Octavius L.f. Elaites,L.,Octavius,NA,NA,male,58,NA,military personnel,NA,NA,HD075880,Lucius Octavius Luci filius Elaites gubernator annorum LVIII stipendiorum XXXIIII hic situs est Dionysius Plestharchi filius Trallianus scriba pro meritis,epitaph,1,30,Elaites,Elaites,FALSE,530856,Elaiatis,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/844914,POINT (20.5898803498 39.3264239213),"Marienburg, Flottenlager Alteburg, Parkstraße 55, Flottenfriedhof",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9803 50.9),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2530,"c(20.5898803498, 6.9803, 39.3264239213, 50.9)"
HD075880/2,Dionysius Plestharchi f. Trallianus,NA,Dionysius,NA,NA,male,NA,NA,military personnel,NA,NA,HD075880,Lucius Octavius Luci filius Elaites gubernator annorum LVIII stipendiorum XXXIIII hic situs est Dionysius Plestharchi filius Trallianus scriba pro meritis,epitaph,1,30,Trallianus,Trallianus,FALSE,614866,Tralleis (In Lydia),wild guess,,,nan,POINT (27.5 37.5),"Marienburg, Flottenlager Alteburg, Parkstraße 55, Flottenfriedhof",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9803 50.9),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2531,"c(27.5, 6.9803, 37.5, 50.9)"
HD075890/1,Anno. Imilconis. f. Afer,NA,NA,Hanno*,NA,male,60,NA,NA,NA,NA,HD075890,Hanno Himilconis filius Afer annorum LX hic situs est heres faciendum curavit,epitaph,1,100,Afer,Afer,FALSE,775,Africa (region),certain,,,nan,POINT (7.5 32.5),NULL,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9603 50.9375),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2532,"c(7.5, 6.9603, 32.5, 50.9375)"
HD075892/1,C. Frontinio Candido Agripinen.,C.,Frontinius,Candidus,NA,male,NA,NA,NA,NA,NA,HD075892,Dis Manibus Caio Frontinio Candido Agrippinensi Caius Candidinius Celer,epitaph,71,150,Agrippinensi*,Agrippinensi,FALSE,108751,Ara Ubiorum/Col. Claudia Ara Agrippinensium,certain,,,nan,POINT (6.9599065 50.940662),"Luxemburger Straße / Eifelwall, Ecke",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9375 50.925),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2533,"c(6.9599065, 6.9375, 50.940662, 50.925)"
HD075894/1,Q. Severius Vitali[s] Agripp[in.],Q.,Severius,Vitalis+,NA,male,NA,NA,NA,NA,NA,HD075894,Quintus Severius Vitalis Agrippinensis,epitaph,101,300,Agrippinensis+*,Agrippinensi,FALSE,108751,Ara Ubiorum/Col. Claudia Ara Agrippinensium,certain,,,nan,POINT (6.9599065 50.940662),"Deutz, Kastell Deutz, Lager, Westtor, Turm, \""am Marienbildchen\"", sekundär verwendet","Colonia Claudia Ara Agrippinensium, Divitia",Köln,POINT (6.97 50.9382),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2534,"c(6.9599065, 6.97, 50.940662, 50.9382)"
HD075895/1,T. Manilio Geniali Agrippin.,T.,Manilius,Genialis,NA,male,NA,NA,NA,NA,NA,HD075895,Dis Manibus Tito Manilio Geniali Agrippinensi stipendiorum XII Titus Manilius Iucundus tto,epitaph,71,200,Agrippinensi*,Agrippinensi,FALSE,108751,Ara Ubiorum/Col. Claudia Ara Agrippinensium,certain,,,nan,POINT (6.9599065 50.940662),"Münster, unter",Bonna,Bonn,POINT (7.0996 50.7334),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2535,"c(6.9599065, 7.0996, 50.940662, 50.7334)"
HD075896/1,[- Su]lpicius [Vi?]ttio Nervi[us],[-],Sulpicius+,Vittio+?,NA,male,NA,NA,NA,NA,NA,HD075896,Dis Manibus Sulpicius Vittio Nervius vivus sibi et Gaviae Batavae coniugi pientissimae faciendum curavit,epitaph,101,300,Nervius+,Nervius,FALSE,109199,Nervii,certain,,,nan,POINT (4.08476841415 50.7774935901),"S. Ursula, Kirche, Goldene Kammer",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.954 50.9457),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2536,"c(4.08476841415, 6.954, 50.7774935901, 50.9457)"
HD075896/2,[G?]aviae Batave.,NA,NA,Gavia+?,NA,female,NA,NA,NA,NA,NA,HD075896,Dis Manibus Sulpicius Vittio Nervius vivus sibi et Gaviae Batavae coniugi pientissimae faciendum curavit,epitaph,101,300,Batava*,Batavia,FALSE,118590,Batavi,certain,,,nan,POINT (13.463921 48.573506),"S. Ursula, Kirche, Goldene Kammer",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.954 50.9457),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2537,"c(13.463921, 6.954, 48.573506, 50.9457)"
HD075901/2,M. Petronio L.f. Flosclo Arn. d. Brixelli,M.,Petronius,Floscius,NA,male,NA,Arnensis,NA,NA,NA,HD075901,Marcus Petronius Marci libertus Albanus annorum XXX hic situs est Marco Petronio Luci filio Flosclo Arnensi domo Brixelli et Marco Petronio Corumbo Marci liberto et Paullae Petroniae Corumbus de suo fecit in fronte pedes XIIX in retro pedes XIIX,epitaph,1,50,domo* Brixelli,Brixellum,FALSE,383602,Brixellum,certain,,,nan,POINT (10.51527755 44.9002895),"Bonner Straße / Cäsarstraße, Ecke",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9638 50.9074),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2538,"c(10.51527755, 6.9638, 44.9002895, 50.9074)"
HD075902/1,Vellango Haldavvon[i]s cives(!) [Ne]rvius,NA,NA,Vellango,NA,male,NA,NA,NA,NA,NA,HD075902,Vellango Haldavvonis cives Nervius vivos sibi Frontiniae iae coniugi et Frontinio,epitaph,101,300,cives(!) (= civis) Nervius+,Nervius,FALSE,109199,Nervii,certain,,,nan,POINT (4.08476841415 50.7774935901),NULL,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9603 50.9375),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2539,"c(4.08476841415, 6.9603, 50.7774935901, 50.9375)"
